Dönem,TARİH,Başlama Saati,Bitiş Saati,KONU,DİLİM ADI / ANABİLİM DALI,YER,,,,,,
Dönem 1,24 Kasım 2025 Pazartesi,14:20,15:00,2-Organellerin biyokimyasal işlevleri II / Prof. Dr. Pervin VURAL (Prof. Dr. Evin ADEMOĞLU),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Kasım 2025 Pazartesi,15:10,15:50,3-Lizozom ve peroksizomların yapı ve fonksiyonları /  Prof.Dr. Fatma OĞUZ (Prof. Dr. Çiğdem KEKİK ÇINAR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Kasım 2025 Pazartesi,16:00,16:40,4-Proteozomlar ve şaperonların rolü /  Prof.Dr. Fatma OĞUZ (Prof. Dr. Çiğdem KEKİK ÇINAR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Kasım 2025 Salı,08:30,09:10,"5-Endositoz, Eksositoz, Eksozomlar / Prof. Dr. Çiğdem KEKİK ÇINAR ( Prof.Dr. Fatma OĞUZ)",HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Kasım 2025 Salı,09:20,10:00,6-Nükleus-nukleoslus yapı ve işlevleri / Doç. Dr. Hayriye ŞENTÜRK ÇİFTÇİ ( Prof.Dr. Fatma OĞUZ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Kasım 2025 Salı,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Kasım 2025 Salı,13:30,14:10,7-Kromatin yapısı ve kromozomlar / Doç. Dr. Hayriye ŞENTÜRK ÇİFTÇİ ( Prof.Dr. Fatma OĞUZ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Kasım 2025 Salı,14:20,15:00,13-Mitokondri yapısı genomu ve mitokondriyal hastalıklarda kalıtım / Prof. Dr. Çiğdem KEKİK ÇINAR ( Prof.Dr. Fatma OĞUZ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Kasım 2025 Salı,15:10,15:50,5-Biyolojik oksidasyonlar ve mitokondri / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Kasım 2025 Salı,16:00,16:40,6-Elektron transport zinciri / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Kasım 2025 Çarşamba,08:30,09:30,ENTEGRE OTURUM - Organellerin işlevsel Bozuklukları ve Klinik Yansımaları -  Prof.Dr. Fatma OĞUZ / Dr.Öğr. Üyesi Mehmet Cihan BALCI (İngilizce Tıp ile ortak ders),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD. - ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Kasım 2025 Çarşamba,09:40,10:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,26 Kasım 2025 Çarşamba,10:50,11:30,3-Viruslerin genel özellikleri / Prof. Dr. Ali AĞAÇFİDAN (Doç .Dr. Hayriye KIRKOYUN UYSAL),HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Kasım 2025 Çarşamba,11:40,12:20,4-Arke bakteriler hakkında genel bilgiler / Prof. Dr. Yaşar NAKİPOĞLU (Doç. Dr. Deniz Bahar AKGÜN KARAPINAR),HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Kasım 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Kasım 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Kasım 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Kasım 2025 Perşembe,08.30,09.10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,27 Kasım 2025 Perşembe,09:20,10:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,27 Kasım 2025 Perşembe,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Kasım 2025 Perşembe,13:30,15:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Kasım 2025 Perşembe,15.30,16.10,5-Parazitler hakkında genel bilgiler / Prof. Dr. Özden BORAL (Prof. Dr. Zayre ERTURAN),HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Kasım 2025 Cuma,08:30,09:10,7-Konak / mikroorganizma ilişkileri ve mikrobiyota / Prof. Dr. Yaşar NAKİPOĞLU (Doç. Dr. Deniz Bahar AKGÜN KARAPINAR),HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Kasım 2025 Cuma,09:20,10:00,8-Bakterilerde fenotipik değişme ve mutasyon / Prof. Dr. Betigül ÖNGEN (Prof. Dr. Zerrin AKTAŞ),HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Kasım 2025 Cuma,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Kasım 2025 Cuma,14:00,14:40,7-ATP sentezi ve kontrolü / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Kasım 2025 Cuma,14:50,15:30,8-Mitokondrideki oksidatif stres / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,28 Kasım 2025 Cuma,15:40,16:40, ÖLÇME DEĞERLENDİRME BİLGİLENDİRME TOPLANMASI  (İngilizce Tıp ile ortak ders),,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Aralık 2025 Pazartesi,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Aralık 2025 Pazartesi,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Aralık 2025 Pazartesi,13:30,14:10,13-İLETİŞİM BECERİLERİ 1 Hekim-hasta iletişiminin temel kavramları-1 / Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Aralık 2025 Pazartesi,14:20,15:00,14-İLETİŞİM BECERİLERİ 1 Hekim-hasta iletişiminin temel kavramları-2 /Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Aralık 2025 Pazartesi,15:10,15:50,1-Nükleik asitlerin yapısı -DNA’nın özellikleri ve steroidler - Kliniğe yansımalarına örnekler / Prof. Dr. Gülşah YENİDÜNYA YALIN ( Prof. Dr. Ayşe Kubat ÜZÜM),HÜCRE DİLİMİ / İÇ HASTALIKLARI AD. (ENDOKRİNOLOJİ BD.),FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Aralık 2025 Pazartesi,16:00,16:40,"9-Bakterilerde transformasyon, transdüksiyon ve konjugasyon / Prof. Dr. Betigül ÖNGEN (Prof. Dr. Zerrin AKTAŞ)",HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Aralık 2025 Salı,08:30,09:10,"3-Replikasyonun Biyokimyasal yaklaşımı, tamir sistemleri / Prof. Dr. Şule SEÇKİN (Prof. Dr. Nihal SALMAYENLİ)",HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Aralık 2025 Salı,09:20,10:00,4-Biyokimyasal açıdan transkriosiyon / Prof. Dr. Şule SEÇKİN (Prof. Dr. Nihal SALMAYENLİ),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Aralık 2025 Salı,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Aralık 2025 Salı,13:30,14:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,2 Aralık 2025 Salı,14:20,15:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,2 Aralık 2025 Salı,15:10,15:50,9-DNA hasarı ve DNA onarımı / Prof. Dr. Selçuk DAŞDEMİR (Prof. Dr. Çiğdem KEKİK ÇINAR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Aralık 2025 Salı,16:00,16:40,10-Klasik RNA Molekülleri / Prof. Dr. Sacide PEHLİVAN (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Aralık 2025 Çarşamba,08:30,10:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Aralık 2025 Çarşamba,11:00,11:40,"3-Moleküler kavramlar (Gen, Genom, Genomik, protein, Proteomik, İnteraktom) / Prof. Dr. Muhammet BEKTAŞ",HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Aralık 2025 Çarşamba,11:50,12:30,4-DNA dizileme insan genom haritası gen düzeyinde moleküler tanı ve tedaviyöntemleri (mikroarey-CRISPER) / Prof. Dr. Muhammet BEKTAŞ (Doç. Dr. Başak GÜNÇER),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Aralık 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Aralık 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,3 Aralık 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Aralık 2025 Perşembe,08:30,09:10,11-Transkripsiyon / Prof. Dr. Sacide PEHLİVAN (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Aralık 2025 Perşembe,09:20,10:00,12-Kodlamayan RNA lar / Prof. Dr. Sacide PEHLİVAN (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Aralık 2025 Perşembe,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Aralık 2025 Perşembe,13:30,15:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Aralık 2025 Perşembe,15:30,16:10,6-Mantarlar hakkında genel bilgiler / Prof. Dr. Dilek ŞATANA (Prof. Dr. Meltem UZUN),HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Aralık 2025 Cuma,08:30,09:10,"5-ATP ve kimyasal enerji transferi - hücre solunumunun biyoenerjetiği, Biyolojik işler, Kimyasal iş, mekanik iş, osmotik iş / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç. Dr. Başak GÜNÇER)",HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Aralık 2025 Cuma,09:20,10:00,6-Mekanik işin moleküler mekanizması (Kas kasılması) / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç. Dr. Başak GÜNÇER),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Aralık 2025 Cuma,10:30,11:50,ENTEGRE OTURUM - Mitokondri ve Hastalıklar - Prof. Dr. Çiğdem KEKİK ÇINAR / Prof. Dr. Semra ABBASOĞLU / Prof. Dr. Asuman GEDİKBAŞI / Prof. Dr. Handan AKÇAKAYA (İngilizce Tıp ile ortak ders),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD. - TIBBİ BİYOKİMYA AD. - ÇOCUK SAĞLIĞI VE HASTALIKLARI GENETİK BD. - BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Aralık 2025 Cuma,11.50,12.30,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,5 Aralık 2025 Cuma,14:00,14:40,1-Kalıtsal şifre-eşleme DNA dan RNA ya kayıt / Prof. Dr. Muhammet BEKTAŞ (Doç. Dr. Başak GÜNÇER),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Aralık 2025 Cuma,14:50,15:30,2-Makro moleküllerin 3D yapısının belirlenmesi (Kristolografi-NMR-Protein Tomografi) / Prof. Dr. Muhammet BEKTAŞ (Doç. Dr. Başak GÜNÇER),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Aralık 2025 Cuma,15:40,16:20,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,8 Aralık 2025 Pazartesi,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,8 Aralık 2025 Pazartesi,09:20,10:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,8 Aralık 2025 Pazartesi,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Aralık 2025 Pazartesi,13:30,14:10,15-İLETİŞİM BECERİLERİ 1 Hekim-hasta iletişiminde hasta psikolojisinin yeri /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Aralık 2025 Pazartesi,14:20,15:00,16-İLETİŞİM BECERİLERİ 1 Hekim-hasta iletişiminde hekim ve hasta haklarının yeri /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Aralık 2025 Pazartesi,15:10,15:50,7-Hücrenin ortam koşullarındaki değişikliklere uyumu yada bir uyarıya yanıtı. Sentez ötesi modifikasyonlar / Prof. Dr. Işıl ALBENİZ (Prof. Dr. Handan AKÇAKAYA),HÜCRE DİLİMİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,8 Aralık 2025 Pazartesi,16:00,16:40,Mitokondrial genom değişimlerinin kliniğe yansıması / Prof. Dr. Asuman GEDİKBAŞI (Öğr.Gör.Dr. Ayça ASLANGER),HÜCRE DİLİMİ / TIBBİ GENETİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Aralık 2025 Salı,08:30,09:10,14-Ribozom Genetik Şifre ve Translasyon / Prof. Dr. Çiğdem KEKİK ÇINAR (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Aralık 2025 Salı,09:20,10:00,15-Gen İfadesinin Düzenlenmesi / Prof. Dr. Çiğdem KEKİK ÇINAR (Prof. Dr. Selçuk DAŞDEMİR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Aralık 2025 Salı,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Aralık 2025 Salı,13:30,15:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Aralık 2025 Salı,15:30,16:30,ENTEGRE OTURUM - Yaşam ve Değişim - Prof. Dr. Zeynep SOLAKOĞLU / Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ (İngilizce Tıp ile ortak ders),HÜCRE DİLİMİ / TIP EĞİTİMİ AD. - HİSTOLOJİ VE EMBİRİYOLOJİ AD. ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,9 Aralık 2025 Salı,16:40,17:20,Giriş Dersi / Prof. Dr. Zeynep Olcay SOLAKOĞLU (İngilizce Tıp ile ortak ders),YAŞAMIN MOLEKÜLER TEMELLERİ - HÜCRE - DOKU,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Aralık 2025 Çarşamba,08:30,09:10,9-Gen ifadesinin biyokimyasal düzenlenmesi / Prof. Dr. Şule SEÇKİN (Prof. Dr. Abdurrahman Fatih AYDIN),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Aralık 2025 Çarşamba,09:20,10:00,10-Protein sentezi ve posttranslasyonel modifikasyonlar / Prof. Dr. Şule SEÇKİN (Prof. Dr. Abdurrahman Fatih AYDIN),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Aralık 2025 Çarşamba,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Aralık 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 10,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Aralık 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 10,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Aralık 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 10,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Aralık 2025 Perşembe,08:30,09:10,11-Proteinlerin yönlendirilmesi / Prof. Dr. Şule SEÇKİN (Prof. Dr. Abdurrahman Fatih AYDIN),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Aralık 2025 Perşembe,09:20,10:00,12-Hücre döngüsünün biyokimyası / Dr. Hande KARPUZOĞLU (Doç. Dr. İlknur BİNGÜL),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Aralık 2025 Perşembe,10:30,12:20,UYGULAMA,HÜCRE DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Aralık 2025 Perşembe,13:30,14:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,11 Aralık 2025 Perşembe,14:20,15:00,"16-Hücre sinyalleşme molekülleri, Reseptörleri / Prof. Dr. Çiğdem KEKİK ÇINAR ( Prof.Dr. Fatma OĞUZ)",HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Aralık 2025 Perşembe,15:10,15:50,17-Hücre sinyal cevabı / Prof. Dr. Çiğdem KEKİK ÇINAR ( Prof.Dr. Fatma OĞUZ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Aralık 2025 Perşembe,16:00,16:40,SERBEST ÇALIŞMA,,,,,,,,
